GEOID,county,state,state_abbr,ALAND,year,scenario,scenario_label,data_type,observed_temp_2025_f,observed_temp_2025_c,projected_temp_c,temp_change_from_2025_c,rank_within_scenario
01009,Blount,Alabama,AL,1670259099,2036,ssp245,Medium emissions (SSP245),projected,62.25833333333333,16.810185185185183,14.341580390930176,-2.4686047942550076,2825
01009,Blount,Alabama,AL,1670259099,2036,ssp585,High emissions (SSP585),projected,62.25833333333333,16.810185185185183,14.72229290008545,-2.087892285099734,2483
01011,Bullock,Alabama,AL,1613084322,2036,ssp126,Low emissions (SSP126),projected,65.42500000000001,18.56944444444445,16.109161376953125,-2.460283067491325,2559
01011,Bullock,Alabama,AL,1613084322,2036,ssp245,Medium emissions (SSP245),projected,65.42500000000001,18.56944444444445,16.144798278808594,-2.424646165635856,2799
01011,Bullock,Alabama,AL,1613084322,2036,ssp585,High emissions (SSP585),projected,65.42500000000001,18.56944444444445,16.40587043762207,-2.1635740068223797,2536
01013,Butler,Alabama,AL,2012002549,2036,ssp126,Low emissions (SSP126),projected,66.075,18.930555555555557,17.646047592163086,-1.2845079633924712,1219
01013,Butler,Alabama,AL,2012002549,2036,ssp245,Medium emissions (SSP245),projected,66.075,18.930555555555557,17.678903579711914,-1.251651975843643,1834
01013,Butler,Alabama,AL,2012002549,2036,ssp585,High emissions (SSP585),projected,66.075,18.930555555555557,18.158464431762695,-0.7720911237928618,1187
01015,Calhoun,Alabama,AL,1569256885,2036,ssp126,Low emissions (SSP126),projected,62.55833333333334,16.976851851851855,14.81359577178955,-2.163256080062304,2232
01015,Calhoun,Alabama,AL,1569256885,2036,ssp245,Medium emissions (SSP245),projected,62.55833333333334,16.976851851851855,14.844645500183105,-2.1322063516687493,2598
01015,Calhoun,Alabama,AL,1569256885,2036,ssp585,High emissions (SSP585),projected,62.55833333333334,16.976851851851855,15.256245613098145,-1.7206062387537102,2151
